input_url,final_url,status,ok,error,content_type,content_length,elapsed_sec,checked_at
https://tel-think.com/wp/protect.html,https://tel-think.com/wp/protect.html,200,True,,text/html; charset=UTF-8,,0.253,2025-09-01T19:34:41.333854+00:00
https://tel-think.com/wp/ordersagency.html,https://tel-think.com/wp/ordersagency.html,200,True,,text/html; charset=UTF-8,,0.329,2025-09-01T19:34:41.410627+00:00
https://tel-think.com/wp/standardbusiness,https://tel-think.com/wp/standardbusiness,200,True,,text/html; charset=UTF-8,,0.333,2025-09-01T19:34:41.415242+00:00
https://tel-think.com/wp/water_trouble.html,https://tel-think.com/wp/water_trouble.html,200,True,,text/html; charset=UTF-8,,0.331,2025-09-01T19:34:41.418425+00:00
https://tel-think.com/wp/ai-tel-agent-service,https://tel-think.com/wp/ai-tel-agent-service,200,True,,text/html; charset=UTF-8,,0.342,2025-09-01T19:34:41.425457+00:00
https://tel-think.com/wp/personalized-beauty-salon,https://tel-think.com/wp/personalized-beauty-salon,200,True,,text/html; charset=UTF-8,,0.348,2025-09-01T19:34:41.436206+00:00
https://tel-think.com/wp/personal-detective-business,https://tel-think.com/wp/personal-detective-business,200,True,,text/html; charset=UTF-8,,0.352,2025-09-01T19:34:41.439018+00:00
https://tel-think.com/wp/management/general-purpose-package,https://tel-think.com/wp/management/general-purpose-package,200,True,,text/html; charset=UTF-8,,0.364,2025-09-01T19:34:41.453081+00:00
https://tel-think.com/wp/nighttime_act.html,https://tel-think.com/wp/nighttime_act.html,200,True,,text/html; charset=UTF-8,,0.366,2025-09-01T19:34:41.454450+00:00
https://tel-think.com/wp/property-management,https://tel-think.com/wp/property-management,200,True,,text/html; charset=UTF-8,,0.366,2025-09-01T19:34:41.454959+00:00
https://tel-think.com/wp/personal-service-industry,https://tel-think.com/wp/personal-service-industry,200,True,,text/html; charset=UTF-8,,0.369,2025-09-01T19:34:41.457469+00:00
https://tel-think.com/wp/massage.html,https://tel-think.com/wp/massage.html,200,True,,text/html; charset=UTF-8,,0.37,2025-09-01T19:34:41.457729+00:00
https://tel-think.com/wp/countermeasures-against-persistent-sales-calls,https://tel-think.com/wp/countermeasures-against-persistent-sales-calls,200,True,,text/html; charset=UTF-8,,0.37,2025-09-01T19:34:41.458672+00:00
https://tel-think.com/wp/sat_sun.html,https://tel-think.com/wp/sat_sun.html,200,True,,text/html; charset=UTF-8,,0.37,2025-09-01T19:34:41.459622+00:00
https://tel-think.com/wp/nextbusiness,https://tel-think.com/wp/nextbusiness,200,True,,text/html; charset=UTF-8,,0.372,2025-09-01T19:34:41.459786+00:00
https://tel-think.com/wp/onsite-repair,https://tel-think.com/wp/onsite-repair,200,True,,text/html; charset=UTF-8,,0.371,2025-09-01T19:34:41.460843+00:00
https://tel-think.com/wp/outsourcing-entrusted,https://tel-think.com/wp/outsourcing-entrusted,200,True,,text/html; charset=UTF-8,,0.373,2025-09-01T19:34:41.461360+00:00
https://tel-think.com/wp/security-company,https://tel-think.com/wp/security-company,200,True,,text/html; charset=UTF-8,,0.374,2025-09-01T19:34:41.461493+00:00
https://tel-think.com/wp/small-house-cleaners,https://tel-think.com/wp/small-house-cleaners,200,True,,text/html; charset=UTF-8,,0.373,2025-09-01T19:34:41.462298+00:00
https://tel-think.com/wp/on-site-maintenance-service,https://tel-think.com/wp/on-site-maintenance-service,200,True,,text/html; charset=UTF-8,,0.374,2025-09-01T19:34:41.462843+00:00
https://tel-think.com/wp/rental-space-business,https://tel-think.com/wp/rental-space-business,200,True,,text/html; charset=UTF-8,,0.222,2025-09-01T19:34:41.555872+00:00
https://tel-think.com/wp/petshop.html,https://tel-think.com/wp/petshop.html,200,True,,text/html; charset=UTF-8,,0.149,2025-09-01T19:34:41.559630+00:00
https://tel-think.com/wp/connecting-transfer,https://tel-think.com/wp/connecting-transfer,200,True,,text/html; charset=UTF-8,,0.145,2025-09-01T19:34:41.560440+00:00
https://tel-think.com/wp/proposal-new-services,https://tel-think.com/wp/proposal-new-services,200,True,,text/html; charset=UTF-8,,0.148,2025-09-01T19:34:41.573804+00:00
https://tel-think.com/wp/customer-harassment,https://tel-think.com/wp/customer-harassment,200,True,,text/html; charset=UTF-8,,0.157,2025-09-01T19:34:41.575354+00:00
https://tel-think.com/wp/iphone.html,https://tel-think.com/wp/iphone.html,200,True,,text/html; charset=UTF-8,,0.162,2025-09-01T19:34:41.615548+00:00
https://tel-think.com/wp/elderly.html,https://tel-think.com/wp/elderly.html,200,True,,text/html; charset=UTF-8,,0.213,2025-09-01T19:34:41.671716+00:00
https://tel-think.com/wp/nursing.html,https://tel-think.com/wp/nursing.html,200,True,,text/html; charset=UTF-8,,0.211,2025-09-01T19:34:41.672234+00:00
https://tel-think.com/wp/order.html,https://tel-think.com/wp/order.html,200,True,,text/html; charset=UTF-8,,0.212,2025-09-01T19:34:41.672629+00:00
https://tel-think.com/wp/inquiry-form.html,https://tel-think.com/wp/inquiry-form.html,200,True,,text/html; charset=UTF-8,,0.238,2025-09-01T19:34:41.696283+00:00
https://tel-think.com/wp/customer-service-with-dify_chatbots,https://tel-think.com/wp/customer-service-with-dify_chatbots,200,True,,text/html; charset=UTF-8,,0.242,2025-09-01T19:34:41.697094+00:00
https://tel-think.com/wp/ec-shop-complaint,https://tel-think.com/wp/ec-shop-complaint,200,True,,text/html; charset=UTF-8,,0.239,2025-09-01T19:34:41.698993+00:00
https://tel-think.com/wp/ai_chatbot-customer_service,https://tel-think.com/wp/ai_chatbot-customer_service,200,True,,text/html; charset=UTF-8,,0.243,2025-09-01T19:34:41.703772+00:00
https://tel-think.com/wp/realtime,https://tel-think.com/wp/realtime,200,True,,text/html; charset=UTF-8,,0.249,2025-09-01T19:34:41.708045+00:00
https://tel-think.com/wp/improve-customer-satisfaction,https://tel-think.com/wp/improve-customer-satisfaction,200,True,,text/html; charset=UTF-8,,0.271,2025-09-01T19:34:41.734001+00:00
https://tel-think.com/wp/questionnaire,https://tel-think.com/wp/questionnaire,200,True,,text/html; charset=UTF-8,,0.277,2025-09-01T19:34:41.738892+00:00
https://tel-think.com/wp/business-trip,https://tel-think.com/wp/business-trip,200,True,,text/html; charset=UTF-8,,0.305,2025-09-01T19:34:41.767849+00:00
https://tel-think.com/wp/hybrid-work,https://tel-think.com/wp/hybrid-work,200,True,,text/html; charset=UTF-8,,0.407,2025-09-01T19:34:41.861852+00:00
https://tel-think.com/wp/premium-friday,https://tel-think.com/wp/premium-friday,200,True,,text/html; charset=UTF-8,,0.357,2025-09-01T19:34:41.917422+00:00
https://tel-think.com/wp/agency.html,https://tel-think.com/wp/agency.html,200,True,,text/html; charset=UTF-8,,0.358,2025-09-01T19:34:41.917849+00:00
https://tel-think.com/wp/on-demand,https://tel-think.com/wp/on-demand,200,True,,text/html; charset=UTF-8,,0.345,2025-09-01T19:34:41.918870+00:00
https://tel-think.com/wp/evolution.html,https://tel-think.com/wp/evolution.html,200,True,,text/html; charset=UTF-8,,0.363,2025-09-01T19:34:41.918982+00:00
https://tel-think.com/wp/weborder.html,https://tel-think.com/wp/weborder.html,200,True,,text/html; charset=UTF-8,,0.309,2025-09-01T19:34:41.924658+00:00
https://tel-think.com/wp/welfare-and-nursing-care-facilities,https://tel-think.com/wp/welfare-and-nursing-care-facilities,200,True,,text/html; charset=UTF-8,,0.355,2025-09-01T19:34:41.930296+00:00
https://tel-think.com/wp/policy.html,https://tel-think.com/wp/policy.html,200,True,,text/html; charset=UTF-8,,0.504,2025-09-01T19:34:41.943121+00:00
https://tel-think.com/wp/rsvcenter.html,https://tel-think.com/wp/rsvcenter.html,200,True,,text/html; charset=UTF-8,,0.272,2025-09-01T19:34:41.944081+00:00
https://tel-think.com/wp/checkimprovement,https://tel-think.com/wp/checkimprovement,200,True,,text/html; charset=UTF-8,,0.278,2025-09-01T19:34:41.949924+00:00
https://tel-think.com/wp/secretary.html,https://tel-think.com/wp/secretary.html,200,True,,text/html; charset=UTF-8,,0.253,2025-09-01T19:34:41.951768+00:00
https://tel-think.com/wp/telthink_company.html,https://tel-think.com/wp/telthink_company.html,200,True,,text/html; charset=UTF-8,,0.255,2025-09-01T19:34:41.951934+00:00
https://tel-think.com/wp/startup-companies,https://tel-think.com/wp/startup-companies,200,True,,text/html; charset=UTF-8,,0.28,2025-09-01T19:34:41.952596+00:00
https://tel-think.com/wp/topix.html,https://tel-think.com/wp/topix.html,200,True,,text/html; charset=UTF-8,,0.249,2025-09-01T19:34:41.952717+00:00
https://tel-think.com/wp/catching-sales-opportunities,https://tel-think.com/wp/catching-sales-opportunities,200,True,,text/html; charset=UTF-8,,0.264,2025-09-01T19:34:41.960013+00:00
https://tel-think.com/wp/standard.html,https://tel-think.com/wp/standard.html,200,True,,text/html; charset=UTF-8,,0.192,2025-09-01T19:34:41.960166+00:00
https://tel-think.com/wp/recruiting-point-of-contact,https://tel-think.com/wp/recruiting-point-of-contact,200,True,,text/html; charset=UTF-8,,0.227,2025-09-01T19:34:41.961144+00:00
https://tel-think.com/wp/privately-owned-restaurant,https://tel-think.com/wp/privately-owned-restaurant,200,True,,text/html; charset=UTF-8,,0.224,2025-09-01T19:34:41.962895+00:00
https://tel-think.com/wp/phonetransfer,https://tel-think.com/wp/phonetransfer,200,True,,text/html; charset=UTF-8,,0.266,2025-09-01T19:34:41.973899+00:00
https://tel-think.com/wp/article-list,https://tel-think.com/wp/article-list,200,True,,text/html; charset=UTF-8,,0.544,2025-09-01T19:34:41.979743+00:00
https://tel-think.com/wp/claimplusone.html,https://tel-think.com/wp/claimplusone.html,200,True,,text/html; charset=UTF-8,,0.24,2025-09-01T19:34:42.102041+00:00
https://tel-think.com/wp/night_support.html,https://tel-think.com/wp/night_support.html,200,True,,text/html; charset=UTF-8,,0.212,2025-09-01T19:34:42.130146+00:00
https://tel-think.com/wp/healing,https://tel-think.com/wp/healing,200,True,,text/html; charset=UTF-8,,0.213,2025-09-01T19:34:42.130982+00:00
https://tel-think.com/wp/direct-sales-shop,https://tel-think.com/wp/direct-sales-shop,200,True,,text/html; charset=UTF-8,,0.212,2025-09-01T19:34:42.131139+00:00
https://tel-think.com/wp/maintenance-linked-services,https://tel-think.com/wp/maintenance-linked-services,200,True,,text/html; charset=UTF-8,,0.213,2025-09-01T19:34:42.132648+00:00
https://tel-think.com/wp/demand.html,https://tel-think.com/wp/demand.html,200,True,,text/html; charset=UTF-8,,0.208,2025-09-01T19:34:42.132759+00:00
https://tel-think.com/wp/customers_support.html,https://tel-think.com/wp/customers_support.html,200,True,,text/html; charset=UTF-8,,0.203,2025-09-01T19:34:42.133608+00:00
https://tel-think.com/wp/pkgsos.html,https://tel-think.com/wp/pkgsos.html,200,True,,text/html; charset=UTF-8,,0.191,2025-09-01T19:34:42.142936+00:00
https://tel-think.com/wp/materials.html,https://tel-think.com/wp/materials.html,200,True,,text/html; charset=UTF-8,,0.192,2025-09-01T19:34:42.144461+00:00
https://tel-think.com/wp/next.html,https://tel-think.com/wp/next.html,200,True,,text/html; charset=UTF-8,,0.195,2025-09-01T19:34:42.146603+00:00
https://tel-think.com/wp/creator,https://tel-think.com/wp/creator,200,True,,text/html; charset=UTF-8,,0.197,2025-09-01T19:34:42.150312+00:00
https://tel-think.com/wp/start.html,https://tel-think.com/wp/start.html,200,True,,text/html; charset=UTF-8,,0.19,2025-09-01T19:34:42.151331+00:00
https://tel-think.com/wp/workstylereform,https://tel-think.com/wp/workstylereform,200,True,,text/html; charset=UTF-8,,0.209,2025-09-01T19:34:42.151853+00:00
https://tel-think.com/wp/specialroad.html,https://tel-think.com/wp/specialroad.html,200,True,,text/html; charset=UTF-8,,0.189,2025-09-01T19:34:42.151964+00:00
https://tel-think.com/wp/business-for-seniors,https://tel-think.com/wp/business-for-seniors,200,True,,text/html; charset=UTF-8,,0.193,2025-09-01T19:34:42.153216+00:00
https://tel-think.com/wp/refresh,https://tel-think.com/wp/refresh,200,True,,text/html; charset=UTF-8,,0.173,2025-09-01T19:34:42.153347+00:00
https://tel-think.com/wp/short-term-utilization,https://tel-think.com/wp/short-term-utilization,200,True,,text/html; charset=UTF-8,,0.202,2025-09-01T19:34:42.153416+00:00
https://tel-think.com/wp/private-night-school,https://tel-think.com/wp/private-night-school,200,True,,text/html; charset=UTF-8,,0.21,2025-09-01T19:34:42.153954+00:00
https://tel-think.com/wp/small-lodging,https://tel-think.com/wp/small-lodging,200,True,,text/html; charset=UTF-8,,0.194,2025-09-01T19:34:42.154317+00:00
https://tel-think.com/wp/kept.html,https://tel-think.com/wp/kept.html,200,True,,text/html; charset=UTF-8,,0.183,2025-09-01T19:34:42.157081+00:00
https://tel-think.com/wp/used-car-sales,https://tel-think.com/wp/used-car-sales,200,True,,text/html; charset=UTF-8,,0.115,2025-09-01T19:34:42.217274+00:00
https://tel-think.com/wp/maintain.html,https://tel-think.com/wp/maintain.html,200,True,,text/html; charset=UTF-8,,0.208,2025-09-01T19:34:42.338850+00:00
https://tel-think.com/wp/qatop.html,https://tel-think.com/wp/qatop.html,200,True,,text/html; charset=UTF-8,,0.221,2025-09-01T19:34:42.352502+00:00
https://tel-think.com/wp/telephone-answering-service,https://tel-think.com/wp/telephone-answering-service,200,True,,text/html; charset=UTF-8,,0.224,2025-09-01T19:34:42.356830+00:00
https://tel-think.com/wp/inquirycounter,https://tel-think.com/wp/inquirycounter,200,True,,text/html; charset=UTF-8,,0.224,2025-09-01T19:34:42.357681+00:00
https://tel-think.com/wp/management.html,https://tel-think.com/wp/management.html,200,True,,text/html; charset=UTF-8,,0.215,2025-09-01T19:34:42.358127+00:00
https://tel-think.com/wp/increase-sales,https://tel-think.com/wp/increase-sales,200,True,,text/html; charset=UTF-8,,0.228,2025-09-01T19:34:42.358579+00:00
https://tel-think.com/wp/singularity,https://tel-think.com/wp/singularity,200,True,,text/html; charset=UTF-8,,0.229,2025-09-01T19:34:42.361460+00:00
https://tel-think.com/wp/faqtel.html,https://tel-think.com/wp/faqtel.html,200,True,,text/html; charset=UTF-8,,0.218,2025-09-01T19:34:42.362626+00:00
https://tel-think.com/wp/example.html,https://tel-think.com/wp/example.html,200,True,,text/html; charset=UTF-8,,0.236,2025-09-01T19:34:42.388666+00:00
https://tel-think.com/wp/chatbot,https://tel-think.com/wp/chatbot,200,True,,text/html; charset=UTF-8,,0.242,2025-09-01T19:34:42.389152+00:00
https://tel-think.com/wp/housework_service,https://tel-think.com/wp/housework_service,200,True,,text/html; charset=UTF-8,,0.239,2025-09-01T19:34:42.390049+00:00
https://tel-think.com/wp/planfaq.html,https://tel-think.com/wp/planfaq.html,200,True,,text/html; charset=UTF-8,,0.241,2025-09-01T19:34:42.394016+00:00
https://tel-think.com/wp/short_term_plan,https://tel-think.com/wp/short_term_plan,200,True,,text/html; charset=UTF-8,,0.241,2025-09-01T19:34:42.394440+00:00
https://tel-think.com/wp/receivetype.html,https://tel-think.com/wp/receivetype.html,200,True,,text/html; charset=UTF-8,,0.238,2025-09-01T19:34:42.394839+00:00
https://tel-think.com/wp/car-sharing,https://tel-think.com/wp/car-sharing,200,True,,text/html; charset=UTF-8,,0.243,2025-09-01T19:34:42.395283+00:00
https://tel-think.com/wp/freeloan,https://tel-think.com/wp/freeloan,200,True,,text/html; charset=UTF-8,,0.242,2025-09-01T19:34:42.395378+00:00
https://tel-think.com/wp/specialpkg.html,https://tel-think.com/wp/specialpkg.html,200,True,,text/html; charset=UTF-8,,0.243,2025-09-01T19:34:42.396008+00:00
https://tel-think.com/wp/sitemap.html,https://tel-think.com/wp/sitemap.html,200,True,,text/html; charset=UTF-8,,0.242,2025-09-01T19:34:42.396106+00:00
https://tel-think.com/wp/start-plan,https://tel-think.com/wp/start-plan,200,True,,text/html; charset=UTF-8,,0.245,2025-09-01T19:34:42.399528+00:00
https://tel-think.com/wp/olympics-paralympics,https://tel-think.com/wp/olympics-paralympics,200,True,,text/html; charset=UTF-8,,0.202,2025-09-01T19:34:42.419694+00:00
https://tel-think.com/wp/construction,https://tel-think.com/wp/construction,200,True,,text/html; charset=UTF-8,,0.153,2025-09-01T19:34:42.491513+00:00
https://tel-think.com/wp/dutyoftel.html,https://tel-think.com/wp/dutyoftel.html,200,True,,text/html; charset=UTF-8,,0.151,2025-09-01T19:34:42.508687+00:00
https://tel-think.com/wp/online_advertising,https://tel-think.com/wp/online_advertising,200,True,,text/html; charset=UTF-8,,0.151,2025-09-01T19:34:42.509380+00:00
https://tel-think.com/wp/newreleaseservice,https://tel-think.com/wp/newreleaseservice,200,True,,text/html; charset=UTF-8,,0.153,2025-09-01T19:34:42.511270+00:00
https://tel-think.com/wp/answering-service,https://tel-think.com/wp/answering-service,200,True,,text/html; charset=UTF-8,,0.154,2025-09-01T19:34:42.515244+00:00
https://tel-think.com/wp/golden_week.html,https://tel-think.com/wp/golden_week.html,200,True,,text/html; charset=UTF-8,,0.159,2025-09-01T19:34:42.515959+00:00
https://tel-think.com/wp/organizing,https://tel-think.com/wp/organizing,200,True,,text/html; charset=UTF-8,,0.167,2025-09-01T19:34:42.520023+00:00
https://tel-think.com/wp/support.html,https://tel-think.com/wp/support.html,200,True,,text/html; charset=UTF-8,,0.161,2025-09-01T19:34:42.523464+00:00
https://tel-think.com/wp/air-conditioning,https://tel-think.com/wp/air-conditioning,200,True,,text/html; charset=UTF-8,,0.13,2025-09-01T19:34:42.524446+00:00
https://tel-think.com/wp/mail.html,https://tel-think.com/wp/mail.html,200,True,,text/html; charset=UTF-8,,0.131,2025-09-01T19:34:42.525106+00:00
https://tel-think.com/wp/covid-19support,https://tel-think.com/wp/covid-19support,200,True,,text/html; charset=UTF-8,,0.13,2025-09-01T19:34:42.525672+00:00
https://tel-think.com/wp/npo,https://tel-think.com/wp/npo,200,True,,text/html; charset=UTF-8,,0.14,2025-09-01T19:34:42.530089+00:00
https://tel-think.com/wp/weekdayclaim,https://tel-think.com/wp/weekdayclaim,200,True,,text/html; charset=UTF-8,,0.142,2025-09-01T19:34:42.531620+00:00
https://tel-think.com/wp/start_practicaluse.html,https://tel-think.com/wp/start_practicaluse.html,200,True,,text/html; charset=UTF-8,,0.146,2025-09-01T19:34:42.534405+00:00
https://tel-think.com/wp/net_super.html,https://tel-think.com/wp/net_super.html,200,True,,text/html; charset=UTF-8,,0.135,2025-09-01T19:34:42.534780+00:00
https://tel-think.com/wp/new-division,https://tel-think.com/wp/new-division,200,True,,text/html; charset=UTF-8,,0.139,2025-09-01T19:34:42.534989+00:00
https://tel-think.com/wp/need_chg,https://tel-think.com/wp/need_chg,200,True,,text/html; charset=UTF-8,,0.141,2025-09-01T19:34:42.536659+00:00
https://tel-think.com/wp/next_practicaluse.html,https://tel-think.com/wp/next_practicaluse.html,200,True,,text/html; charset=UTF-8,,0.117,2025-09-01T19:34:42.536764+00:00
https://tel-think.com/wp/practicaluse.html,https://tel-think.com/wp/practicaluse.html,200,True,,text/html; charset=UTF-8,,0.142,2025-09-01T19:34:42.537103+00:00
https://tel-think.com/wp/free.html,https://tel-think.com/wp/free.html,200,True,,text/html; charset=UTF-8,,0.145,2025-09-01T19:34:42.539470+00:00
https://tel-think.com/wp/clinic,https://tel-think.com/wp/clinic,200,True,,text/html; charset=UTF-8,,0.18,2025-09-01T19:34:42.671479+00:00
https://tel-think.com/wp/customer-experience,https://tel-think.com/wp/customer-experience,200,True,,text/html; charset=UTF-8,,0.189,2025-09-01T19:34:42.698887+00:00
https://tel-think.com/wp/golden_week01,https://tel-think.com/wp/golden_week01,200,True,,text/html; charset=UTF-8,,0.191,2025-09-01T19:34:42.699446+00:00
https://tel-think.com/wp/sec_practicaluse.html,https://tel-think.com/wp/sec_practicaluse.html,200,True,,text/html; charset=UTF-8,,0.185,2025-09-01T19:34:42.701703+00:00
https://tel-think.com/wp/,https://tel-think.com/wp/,200,True,,text/html; charset=UTF-8,,0.176,2025-09-01T19:34:42.702181+00:00
https://tel-think.com/wp/privacypolicy,https://tel-think.com/wp/privacypolicy,200,True,,text/html; charset=UTF-8,,0.168,2025-09-01T19:34:42.706003+00:00
https://tel-think.com/wp/from_now_on,https://tel-think.com/wp/from_now_on,200,True,,text/html; charset=UTF-8,,0.189,2025-09-01T19:34:42.706775+00:00
https://tel-think.com/wp/individuals,https://tel-think.com/wp/individuals,200,True,,text/html; charset=UTF-8,,0.171,2025-09-01T19:34:42.707356+00:00
https://tel-think.com/wp/added-value,https://tel-think.com/wp/added-value,200,True,,text/html; charset=UTF-8,,0.179,2025-09-01T19:34:42.707476+00:00
https://tel-think.com/wp/short_period.html,https://tel-think.com/wp/short_period.html,200,True,,text/html; charset=UTF-8,,0.181,2025-09-01T19:34:42.708151+00:00
https://tel-think.com/wp/pub_management,https://tel-think.com/wp/pub_management,200,True,,text/html; charset=UTF-8,,0.172,2025-09-01T19:34:42.708585+00:00
https://tel-think.com/wp/firstqa.html,https://tel-think.com/wp/firstqa.html,200,True,,text/html; charset=UTF-8,,0.198,2025-09-01T19:34:42.708978+00:00
https://tel-think.com/wp/campaign_events,https://tel-think.com/wp/campaign_events,200,True,,text/html; charset=UTF-8,,0.189,2025-09-01T19:34:42.709427+00:00
https://tel-think.com/wp/telephone-secretary-service,https://tel-think.com/wp/telephone-secretary-service,200,True,,text/html; charset=UTF-8,,0.171,2025-09-01T19:34:42.709535+00:00
https://tel-think.com/wp/wp/offline,https://tel-think.com/wp/wp/offline,200,True,,text/html; charset=UTF-8,,0.175,2025-09-01T19:34:42.710085+00:00
https://tel-think.com/wp/transport,https://tel-think.com/wp/transport,200,True,,text/html; charset=UTF-8,,0.177,2025-09-01T19:34:42.710458+00:00
https://tel-think.com/wp/netshop.html,https://tel-think.com/wp/netshop.html,200,True,,text/html; charset=UTF-8,,0.173,2025-09-01T19:34:42.710622+00:00
https://tel-think.com/wp/home_nursing_station,https://tel-think.com/wp/home_nursing_station,200,True,,text/html; charset=UTF-8,,0.171,2025-09-01T19:34:42.710997+00:00
https://tel-think.com/wp/wp,https://tel-think.com/wp/wp,200,True,,text/html; charset=UTF-8,,0.195,2025-09-01T19:34:42.723622+00:00
https://tel-think.com/wp/personalbusiness.html,https://tel-think.com/wp/personalbusiness.html,200,True,,text/html; charset=UTF-8,,0.192,2025-09-01T19:34:42.726610+00:00
https://tel-think.com/wp/finalplan.html,https://tel-think.com/wp/finalplan.html,200,True,,text/html; charset=UTF-8,,0.12,2025-09-01T19:34:42.791933+00:00
https://tel-think.com/wp/handling-complaints,https://tel-think.com/wp/handling-complaints,200,True,,text/html; charset=UTF-8,,0.124,2025-09-01T19:34:42.825673+00:00
https://tel-think.com/wp/telthink_company-2/s7264199,https://tel-think.com/wp/telthink_company-2/s7264199,200,True,,text/html; charset=UTF-8,,0.127,2025-09-01T19:34:42.826900+00:00
https://tel-think.com/wp/judicial_scrivener.html,https://tel-think.com/wp/judicial_scrivener.html,200,True,,text/html; charset=UTF-8,,0.131,2025-09-01T19:34:42.829515+00:00
https://tel-think.com/wp/restaurants.html,https://tel-think.com/wp/restaurants.html,200,True,,text/html; charset=UTF-8,,0.132,2025-09-01T19:34:42.839857+00:00
https://tel-think.com/wp/funeral_hall.html,https://tel-think.com/wp/funeral_hall.html,200,True,,text/html; charset=UTF-8,,0.134,2025-09-01T19:34:42.840044+00:00
https://tel-think.com/wp/personal_trainer,https://tel-think.com/wp/personal_trainer,200,True,,text/html; charset=UTF-8,,0.138,2025-09-01T19:34:42.840305+00:00
https://tel-think.com/wp/postcost-estimates,https://tel-think.com/wp/postcost-estimates,200,True,,text/html; charset=UTF-8,,0.134,2025-09-01T19:34:42.840408+00:00
https://tel-think.com/wp/startingbusiness,https://tel-think.com/wp/startingbusiness,200,True,,text/html; charset=UTF-8,,0.134,2025-09-01T19:34:42.843036+00:00
https://tel-think.com/wp/rent-a-car,https://tel-think.com/wp/rent-a-car,200,True,,text/html; charset=UTF-8,,0.135,2025-09-01T19:34:42.843243+00:00
https://tel-think.com/wp/basic-information,https://tel-think.com/wp/basic-information,200,True,,text/html; charset=UTF-8,,0.136,2025-09-01T19:34:42.843400+00:00
https://tel-think.com/wp/insurance_agent.html,https://tel-think.com/wp/insurance_agent.html,200,True,,text/html; charset=UTF-8,,0.135,2025-09-01T19:34:42.844503+00:00
https://tel-think.com/wp/drug-store,https://tel-think.com/wp/drug-store,200,True,,text/html; charset=UTF-8,,0.134,2025-09-01T19:34:42.844590+00:00
https://tel-think.com/wp/advertising_company,https://tel-think.com/wp/advertising_company,200,True,,text/html; charset=UTF-8,,0.139,2025-09-01T19:34:42.848699+00:00
https://tel-think.com/wp/questionnaire-survey,https://tel-think.com/wp/questionnaire-survey,200,True,,text/html; charset=UTF-8,,0.142,2025-09-01T19:34:42.850643+00:00
